location,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel
lat,47.54694,47.54694,47.54694,47.54694,47.54694,47.54694,47.54694,47.54694,47.54694
lon,7.56892,7.56892,7.56892,7.56892,7.56892,7.56892,7.56892,7.56892,7.56892
asl,283.697,283.697,283.697,283.697,283.697,283.697,283.697,283.697,283.697
variable,Temperature,Temperature,Sunshine Duration,Precipitation Total,Snowfall Amount,Relative Humidity,Cloud Cover Total,Wind Speed,Wind Direction
unit,°C,°C,min,mm,cm,%,%,km/h,°
level,2 m elevation corrected,700 mb,sfc,sfc,sfc,2 m,sfc,10 m,10 m
resolution,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Temperature [700 mb],Basel Sunshine Duration,Basel Precipitation Total,Basel Snowfall Amount,Basel Relative Humidity [2 m],Basel Cloud Cover Total,Basel Wind Speed [10 m],Basel Wind Direction [10 m]
20220826T0000,21.88053,6.18,0.0,0.0,0.0,69.0,1.2,6.193674,125.537674
20220826T0100,21.21053,6.08,0.0,0.0,0.0,72.0,2.4,5.6002855,135.0
20220826T0200,20.89053,5.83,0.0,0.0,0.0,73.0,4.2000003,5.692099,124.69515
20220826T0300,20.510529,5.68,0.0,0.0,0.0,73.0,6.9,5.4833565,113.19859
20220826T0400,19.660528,5.58,0.0,0.0,0.0,75.0,14.700001,5.815978,111.80141
20220826T0500,19.110529,5.29,0.0,0.0,0.0,75.0,11.700001,6.151683,110.556046
20220826T0600,19.07053,4.95,0.0,0.0,0.0,75.0,11.700001,5.991594,122.73523
20220826T0700,19.430529,4.72,19.1899,0.0,0.0,72.0,10.5,5.0911684,135.0
20220826T0800,20.46053,4.21,0.0,0.0,0.0,64.0,100.0,3.6,126.869896
20220826T0900,21.850529,4.24,0.0,0.0,0.0,63.0,100.0,2.3051248,128.6598
20220826T1000,23.65053,4.56,0.0,0.0,0.0,58.0,100.0,1.484318,165.96376
20220826T1100,25.350529,4.47,0.0,0.0,0.0,54.0,100.0,2.16,270.0
20220826T1200,26.850529,4.59,0.0,0.0,0.0,50.0,100.0,5.0911684,278.1301
20220826T1300,28.250528,4.7,0.0,0.0,0.0,44.0,100.0,9.885262,303.11136
20220826T1400,28.64053,3.87,4.242425,0.0,0.0,40.0,92.0,14.007655,295.90652
20220826T1500,29.350529,3.81,34.545456,0.0,0.0,36.0,42.0,10.948973,313.6678
20220826T1600,28.46053,3.09,0.0,0.0,0.0,38.0,100.0,13.392774,323.74615
20220826T1700,27.740528,3.18,0.0,0.0,0.0,40.0,100.0,15.646544,336.97452
20220826T1800,26.270529,3.58,0.0,0.0,0.0,50.0,100.0,16.595179,335.65894
20220826T1900,26.13053,3.32,0.0,0.0,0.0,49.0,100.0,11.792404,328.73627
20220826T2000,25.40053,3.2,0.0,0.0,0.0,54.0,100.0,7.145796,310.91437
20220826T2100,24.360529,2.98,0.0,0.0,0.0,59.0,100.0,5.771239,273.57632
20220826T2200,23.990528,3.18,0.0,0.0,0.0,59.0,100.0,5.0528407,274.08563
20220826T2300,23.180529,2.94,0.0,0.0,0.0,60.0,42.0,5.0911684,315.0
20220827T0000,21.98053,2.8,0.0,0.0,0.0,66.0,2.0,6.696387,323.74615
20220827T0100,20.610529,2.82,0.0,0.0,0.0,75.0,3.0,7.9932966,324.16235
20220827T0200,19.530529,2.73,0.0,0.0,0.0,82.0,0.0,5.904439,307.5686
20220827T0300,18.280529,2.69,0.0,0.0,0.0,87.0,0.0,6.5693827,279.46234
20220827T0400,17.72053,2.62,0.0,0.0,0.0,90.0,100.0,7.2359104,264.28943
20220827T0500,17.70053,2.61,0.0,0.0,0.0,91.0,100.0,5.3999996,270.0
20220827T0600,17.600529,2.59,0.0,0.0,0.0,92.0,100.0,4.3349743,265.23636
20220827T0700,17.63053,2.5,0.0,0.0,0.0,93.0,100.0,3.6,270.0
20220827T0800,18.100529,2.44,0.0,0.0,0.0,90.0,100.0,2.52,270.0
20220827T0900,19.280529,2.4,0.0,0.0,0.0,84.0,100.0,2.8116899,309.80557
20220827T1000,20.82053,2.45,58.18182,0.0,0.0,77.0,3.0,3.671294,348.69006
20220827T1100,22.54053,2.59,60.0,0.0,0.0,68.0,0.0,1.9386592,21.801407
20220827T1200,23.330528,2.88,41.81818,0.0,0.0,64.0,30.0,1.8,89.99999
20220827T1300,23.490528,3.12,53.333332,0.0,0.0,62.0,11.0,1.609969,26.565033
20220827T1400,23.270529,2.89,53.939396,0.0,0.0,61.0,10.0,5.8603754,47.489548
20220827T1500,23.910528,3.12,19.999998,0.0,0.0,58.0,66.0,5.315336,28.30075
20220827T1600,24.37053,3.23,53.939396,0.0,0.0,56.0,10.0,5.315336,28.30075
20220827T1700,24.21053,3.34,35.151512,0.0,0.0,57.0,41.0,5.1165614,50.7106
20220827T1800,23.82053,3.41,33.939392,0.0,0.0,58.0,43.0,4.802999,77.00538
20220827T1900,23.430529,3.42,30.90909,0.0,0.0,59.0,48.0,5.0528407,94.08562
20220827T2000,22.87053,3.55,46.666668,0.0,0.0,61.0,22.0,4.1046314,105.25512
20220827T2100,22.270529,3.54,0.0,0.0,0.0,65.0,100.0,3.219938,116.56505
20220827T2200,21.56053,3.5,0.0,0.0,0.0,69.0,100.0,4.1046314,127.874985
20220827T2300,20.30053,3.3,0.0,0.0,0.0,74.0,56.0,4.6102495,141.34018
20220828T0000,19.020529,3.21,0.0,0.0,0.0,76.0,22.0,5.904439,142.4314
20220828T0100,17.860529,3.17,0.0,0.0,0.0,79.0,3.9,6.638072,130.60129
20220828T0200,17.020529,3.13,0.0,0.0,0.0,82.0,6.9,7.491114,125.21759
20220828T0300,16.55053,3.08,0.0,0.0,0.0,83.0,0.90000004,5.3999996,126.869896
20220828T0400,16.110529,3.02,0.0,0.0,0.0,83.0,3.3000002,4.39436,124.99202
20220828T0500,15.630529,2.97,0.0,0.0,0.0,83.0,11.1,3.8773184,111.80141
20220828T0600,15.060529,2.88,0.0,0.0,0.0,84.0,14.1,3.5455887,113.96249
20220828T0700,14.870529,2.77,13.114646,0.0,0.0,85.0,30.0,3.219938,116.56505
20220828T0800,16.110529,2.61,30.90909,0.0,0.0,81.0,48.0,1.8,89.99999
20220828T0900,18.670528,2.45,39.999996,0.0,0.0,76.0,33.0,5.8048253,97.125015
20220828T1000,21.20053,2.35,43.0303,0.0,0.0,69.0,28.0,12.783802,99.72758
20220828T1100,22.29053,2.3,28.48485,0.0,0.0,64.0,52.0,12.979984,93.179825
20220828T1200,23.420528,2.36,23.030302,0.0,0.0,62.0,61.0,11.885453,88.26429
20220828T1300,24.56053,2.69,36.969692,0.0,0.0,57.0,38.0,10.823973,86.18592
20220828T1400,25.14053,3.86,60.0,0.0,0.0,57.0,0.0,7.653705,41.18593
20220828T1500,25.850529,4.11,53.939396,0.0,0.0,52.0,10.0,7.6367526,44.999985
20220828T1600,26.29053,4.18,53.939396,0.0,0.0,49.0,10.0,7.24486,63.43495
20220828T1700,26.47053,4.24,53.939396,0.0,0.0,48.0,10.0,7.69592,79.2157
20220828T1800,26.270529,4.13,53.939396,0.0,0.0,48.0,10.0,9.36,89.99999
20220828T1900,25.71053,4.12,60.0,0.0,0.0,50.0,0.0,10.823973,93.81408
20220828T2000,24.79053,4.1,60.0,0.0,0.0,54.0,0.0,10.137692,106.50436
20220828T2100,23.40053,4.05,19.666666,0.0,0.0,61.0,0.0,10.315115,119.248825
20220828T2200,22.080528,4.06,0.0,0.0,0.0,66.0,0.0,10.787993,115.70995
20220828T2300,20.660528,4.09,0.0,0.0,0.0,71.0,0.0,9.504273,114.623566
20220829T0000,19.37053,4.1,0.0,0.0,0.0,75.0,0.0,9.339208,117.55281
20220829T0100,18.490528,4.08,0.0,0.0,0.0,78.0,0.0,7.5942082,121.429565
20220829T0200,17.860529,4.0,0.0,0.0,0.0,80.0,0.0,5.692099,124.69515
20220829T0300,17.37053,3.93,0.0,0.0,0.0,81.0,0.0,4.6938257,122.47119
20220829T0400,16.840528,3.86,0.0,0.0,0.0,82.0,0.0,4.6938257,122.47119
20220829T0500,16.39053,3.71,0.0,0.0,0.0,83.0,0.0,4.3349743,131.63353
20220829T0600,15.990529,3.38,0.0,0.0,0.0,83.0,3.9,3.8939953,123.69006
20220829T0700,15.680529,3.08,16.476717,0.0,0.0,83.0,5.7000003,4.0249224,116.56505
20220829T0800,16.57053,3.01,56.0,0.0,0.0,80.0,6.6000004,1.4399999,89.99999
20220829T0900,18.72053,2.99,55.636364,0.0,0.0,74.0,7.2000003,5.3999996,89.99999
20220829T1000,20.79053,2.91,56.909092,0.0,0.0,68.0,5.1000004,5.5887027,75.06858
20220829T1100,22.840528,2.93,20.60606,0.0,0.0,62.0,65.0,5.634891,63.43495
20220829T1200,24.63053,3.16,59.454544,0.0,0.0,56.0,0.90000004,6.1094027,44.999985
20220829T1300,25.90053,3.56,59.454544,0.0,0.0,50.0,0.90000004,5.8603754,47.489548
20220829T1400,26.750528,4.28,59.81818,0.0,0.0,47.0,0.3,7.342588,78.69006
20220829T1500,27.510529,4.31,59.090908,0.0,0.0,43.0,1.5,6.12,89.99999
20220829T1600,27.930529,4.48,58.545456,0.0,0.0,41.0,2.4,6.12,89.99999
20220829T1700,28.13053,4.33,58.18182,0.0,0.0,39.0,3.0,5.4119864,93.81408
20220829T1800,28.010529,4.31,55.090908,0.0,0.0,38.0,8.1,5.7599998,89.99999
20220829T1900,27.530529,4.17,60.0,0.0,0.0,40.0,0.0,6.12,89.99999
20220829T2000,26.54053,3.97,60.0,0.0,0.0,45.0,0.0,5.7599998,89.99999
20220829T2100,25.760529,4.04,17.7,0.0,0.0,49.0,0.0,6.9899354,101.88866
20220829T2200,23.850529,4.14,0.0,0.0,0.0,59.0,0.0,8.287822,124.38034
20220829T2300,21.95053,4.19,0.0,0.0,0.0,67.0,0.0,7.2,143.1301
20220830T0000,21.21053,4.15,0.0,0.0,0.0,68.0,0.0,5.154415,155.22485
20220830T0100,20.39053,4.08,0.0,0.0,0.0,70.0,0.0,2.9024127,150.25511
20220830T0200,19.690529,3.93,0.0,0.0,0.0,73.0,0.0,2.8116899,129.80557
20220830T0300,19.340528,3.59,0.0,0.0,0.0,74.0,0.0,3.7064266,119.054596
20220830T0400,18.910528,3.3,0.0,0.0,0.0,75.0,0.0,5.95906,115.01689
20220830T0500,18.38053,3.23,0.0,0.0,0.0,76.0,0.0,7.5685663,115.34617
20220830T0600,17.580528,3.05,0.0,0.0,0.0,79.0,0.0,8.089993,110.854454
20220830T0700,16.600529,2.78,16.133333,0.0,0.0,82.0,0.0,9.504273,114.623566
20220830T0800,17.080528,2.66,60.0,0.0,0.0,78.0,0.0,9.028754,113.498566
20220830T0900,19.97053,2.67,60.0,0.0,0.0,69.0,0.0,13.009903,104.42077
20220830T1000,23.12053,2.74,60.0,0.0,0.0,61.0,0.0,14.799459,108.434944
20220830T1100,25.740528,2.87,60.0,0.0,0.0,50.0,0.0,15.725037,105.9454
20220830T1200,27.330528,3.32,60.0,0.0,0.0,45.0,0.0,15.725037,105.9454
20220830T1300,28.57053,3.88,60.0,0.0,0.0,42.0,0.0,13.661038,108.434944
20220830T1400,28.39053,4.49,0.0,0.0,0.0,46.0,100.0,8.350138,82.56859
20220830T1500,28.73053,4.57,0.0,0.0,0.0,43.0,100.0,3.7585104,73.30075
20220830T1600,29.05053,4.07,0.0,0.0,0.0,38.0,100.0,2.4149535,333.43497
20220830T1700,29.05053,3.48,0.0,0.0,0.0,35.0,100.0,3.8268526,318.8141
20220830T1800,28.680529,2.57,12.121214,0.0,0.0,35.0,79.0,4.1046314,322.12503
20220830T1900,28.13053,2.31,0.0,0.0,0.0,35.0,100.0,6.439876,333.43497
20220830T2000,26.57053,2.42,0.0,0.2,0.0,43.0,100.0,10.383987,303.69006
20220830T2100,23.250528,2.33,0.0,0.0,0.0,73.0,100.0,12.959999,270.0
20220830T2200,23.63053,2.1,0.0,0.3,0.0,64.0,100.0,9.178235,258.69006
20220830T2300,22.990528,1.89,0.0,0.0,0.0,64.0,100.0,9.007196,272.29062
20220831T0000,22.30053,2.07,0.0,0.5,0.0,68.0,100.0,13.627795,282.20047
20220831T0100,20.910528,2.18,0.0,0.0,0.0,78.0,100.0,13.779114,289.85522
20220831T0200,20.21053,2.07,0.0,0.0,0.0,76.0,100.0,10.137692,286.50436
20220831T0300,20.010529,1.85,0.0,0.0,0.0,76.0,100.0,9.72,270.0
20220831T0400,18.98053,1.91,0.0,0.0,0.0,84.0,100.0,9.339208,242.44719
20220831T0500,18.340528,1.99,0.0,0.0,0.0,83.0,100.0,8.14587,225.0
20220831T0600,18.14053,2.02,0.0,0.0,0.0,80.0,100.0,7.4128532,209.05461
20220831T0700,17.940529,1.64,0.0,0.0,0.0,77.0,100.0,6.830519,198.43495
20220831T0800,18.840528,1.18,0.0,0.0,0.0,75.0,100.0,3.671294,168.69006
20220831T0900,20.750528,1.1,31.51515,0.0,0.0,64.0,47.0,2.52,89.99999
20220831T1000,21.71053,0.93,60.0,0.0,0.0,63.0,0.0,5.4119864,86.18592
20220831T1100,22.850529,1.3,60.0,0.0,0.0,60.0,0.0,12.429127,100.00798
20220831T1200,22.65053,1.48,24.242424,0.1,0.0,59.0,59.0,14.689588,126.027374
20220831T1300,23.40053,1.6,53.090908,0.0,0.0,54.0,11.400001,17.31746,133.3153
20220831T1400,21.850529,1.8,53.939396,0.0,0.0,62.0,10.0,11.183201,93.69138
20220831T1500,21.930529,2.1,41.21212,0.0,0.0,60.0,31.0,16.62249,94.96974
20220831T1600,22.89053,2.08,53.939396,0.0,0.0,57.0,10.0,18.782204,102.17145
20220831T1700,23.080528,1.83,53.939396,0.0,0.0,55.0,10.0,18.25026,104.85861
20220831T1800,22.850529,1.71,53.939396,0.0,0.0,56.0,10.0,17.935081,100.40771
20220831T1900,22.330528,1.7,55.272728,0.0,0.0,58.0,7.8,15.111424,102.38075
20220831T2000,21.500528,1.74,55.636364,0.0,0.0,60.0,7.2000003,11.770403,113.42869
20220831T2100,20.30053,1.83,12.989747,0.0,0.0,66.0,5.7000003,11.113451,114.90476
20220831T2200,19.000528,1.86,0.0,0.0,0.0,71.0,5.4,10.464797,116.56505
20220831T2300,17.910528,2.04,0.0,0.0,0.0,74.0,9.6,8.557102,112.249016
20220901T0000,17.010529,2.15,0.0,0.0,0.0,76.0,35.0,7.289445,122.90524
20220901T0100,16.420528,2.13,0.0,0.0,0.0,77.0,17.0,5.8603754,137.48955
20220901T0200,15.910529,1.89,0.0,0.0,0.0,78.0,15.0,5.991594,122.73523
20220901T0300,15.280529,1.54,0.0,0.0,0.0,80.0,30.0,7.8954163,114.22774
20220901T0400,15.210529,1.24,0.0,0.0,0.0,81.0,41.0,9.659814,116.56505
20220901T0500,14.990529,1.21,0.0,0.0,0.0,82.0,16.0,9.511088,119.47589
20220901T0600,14.420529,1.2,0.0,0.0,0.0,84.0,7.5000005,9.387651,122.47119
20220901T0700,13.910529,1.29,12.553333,0.0,0.0,85.0,6.6000004,9.290511,125.537674
20220901T0800,14.880529,1.55,58.18182,0.0,0.0,77.0,3.0,7.5942082,121.429565
20220901T0900,16.48053,1.59,60.0,0.0,0.0,72.0,0.0,10.495713,112.16634
20220901T1000,18.13053,1.58,60.0,0.0,0.0,69.0,0.0,14.003029,107.96913
20220901T1100,19.610529,1.67,59.090908,0.0,0.0,64.0,1.5,14.241629,106.14433
20220901T1200,21.420528,1.73,57.81818,0.0,0.0,60.0,3.6000001,12.371645,98.36588
20220901T1300,23.29053,1.86,53.272724,0.0,0.0,53.0,11.1,12.24,89.99999
20220901T1400,23.37053,1.73,56.0,0.0,0.0,54.0,6.6000004,5.8048253,29.744873
20220901T1500,24.07053,1.75,53.939396,0.0,0.0,51.0,10.0,4.829907,63.43495
20220901T1600,24.690529,1.72,53.939396,0.0,0.0,46.0,10.0,7.9932976,97.76516
20220901T1700,25.14053,1.52,24.242424,0.0,0.0,42.0,59.0,11.542478,93.576324
20220901T1800,24.920528,1.5,0.0,0.0,0.0,42.0,100.0,14.830076,95.5722
20220901T1900,24.31053,1.56,0.0,0.0,0.0,45.0,100.0,14.332341,101.59217
20220901T2000,23.31053,1.6,0.0,0.0,0.0,48.0,100.0,12.371645,98.36588
20220901T2100,21.850529,1.66,8.964646,0.0,0.0,55.0,24.0,11.570515,95.35582
20220901T2200,19.88053,1.74,0.0,0.0,0.0,62.0,5.0,10.931203,107.241455
20220901T2300,18.270529,1.81,0.0,0.0,0.0,67.0,0.0,9.826088,118.442924
20220902T0000,17.240528,2.02,0.0,0.0,0.0,68.0,30.0,10.883676,124.2157
20220902T0100,16.55053,2.17,0.0,0.0,0.0,68.0,0.0,11.681987,123.69006
20220902T0200,15.950529,2.2,0.0,0.0,0.0,68.0,0.0,11.592894,126.15819
20220902T0300,15.3005295,2.14,0.0,0.0,0.0,70.0,0.0,11.457958,133.72697
20220902T0400,14.690529,1.98,0.0,0.0,0.0,71.0,0.0,10.948973,133.66777
20220902T0500,14.080529,1.91,0.0,0.0,0.0,73.0,21.0,11.212135,132.39743
20220902T0600,13.750529,1.89,0.0,0.0,0.0,74.0,3.0,12.261157,130.23636
20220902T0700,13.410529,2.0,11.7288885,0.0,0.0,74.0,3.3000002,13.684735,125.36246
20220902T0800,14.360529,1.94,57.454544,0.0,0.0,69.0,4.2000003,15.629971,118.92642
20220902T0900,16.020529,1.87,57.81818,0.0,0.0,64.0,3.6000001,18.25026,112.011284
20220902T1000,18.15053,1.77,57.81818,0.0,0.0,60.0,3.6000001,19.0392,105.350136
20220902T1100,20.580528,1.86,55.636364,0.0,0.0,57.0,7.2000003,18.861387,103.240524
20220902T1200,22.770529,1.92,54.181816,0.0,0.0,53.0,9.6,17.651016,101.76829
20220902T1300,24.54053,1.91,59.090908,0.0,0.0,49.0,1.5,13.698934,93.01279
20220902T1400,24.96053,2.07,44.0,0.0,0.0,46.0,26.400002,10.799999,89.99999
20220902T1500,25.98053,2.25,59.090908,0.0,0.0,43.0,1.5,7.2,89.99999
20220902T1600,26.55053,2.27,55.454544,0.0,0.0,43.0,7.5000005,3.9763298,95.19443
20220902T1700,26.22053,1.67,0.0,0.0,0.0,44.0,100.0,2.7416782,203.1986
20220902T1800,25.740528,1.64,0.0,0.2,0.0,43.0,100.0,3.2599385,186.3402
20220902T1900,25.280529,1.21,0.0,0.2,0.0,48.0,100.0,6.0347,162.64597
20220902T2000,23.520529,0.86,0.0,0.0,0.0,60.0,100.0,11.043261,199.0256
20220902T2100,21.750528,0.67,0.0,0.0,0.0,54.0,100.0,11.792404,192.33908
20220902T2200,20.87053,1.0,0.0,0.5,0.0,67.0,100.0,6.8777895,227.1211
20220902T2300,20.240528,0.6,0.0,0.0,0.0,74.0,100.0,1.2979984,213.69006
20220903T0000,20.07053,0.86,0.0,0.8,0.0,75.0,100.0,4.8433046,131.98721
20220903T0100,18.750528,0.49,0.0,1.8,0.0,83.0,100.0,3.9763298,95.19443
20220903T0200,18.660528,0.82,0.0,0.7,0.0,82.0,100.0,10.8955765,97.59464
20220903T0300,18.260529,0.66,0.0,0.7,0.0,85.0,84.0,10.630672,118.30075
20220903T0400,17.520529,0.29,0.0,0.6,0.0,89.0,100.0,8.209263,142.12502
20220903T0500,17.38053,-0.1,0.0,0.6,0.0,83.0,100.0,5.0142193,201.0375
20220903T0600,16.680529,0.57,0.0,2.0,0.0,89.0,100.0,10.495713,112.16634
20220903T0700,16.90053,0.28,0.98030275,1.1,0.0,88.0,90.0,12.594856,120.963745
20220903T0800,17.29053,0.09,16.363636,0.4,0.0,85.0,72.0,13.104198,127.1847
20220903T0900,18.45053,-0.3,13.939394,0.4,0.0,83.0,76.0,10.233123,140.71059
20220903T1000,19.05053,-0.27,0.0,0.2,0.0,80.0,100.0,5.0142193,201.0375
20220903T1100,19.580528,-0.12,0.0,0.1,0.0,74.0,100.0,7.928178,177.39743
20220903T1200,21.520529,0.07,27.272726,0.0,0.0,70.0,54.0,5.8048253,209.74489
20220903T1300,20.850529,0.33,20.60606,0.4,0.0,68.0,65.0,0.8049845,116.56505
20220903T1400,23.55053,0.96,53.939396,0.0,0.0,51.0,10.0,4.452954,255.96376
20220903T1500,23.580528,0.85,48.484848,0.0,0.0,49.0,19.0,7.0911775,293.9625
20220903T1600,23.54053,0.82,18.78788,0.3,0.0,50.0,68.0,6.489992,289.44003
20220903T1700,23.500528,1.03,22.424244,0.1,0.0,50.0,62.0,4.68,270.0
20220903T1800,23.530529,1.15,24.242424,0.1,0.0,50.0,59.0,3.7585104,253.30075
20220903T1900,23.32053,1.05,21.212122,0.2,0.0,50.0,64.0,3.319036,220.6013
20220903T2000,22.860529,0.83,53.939396,0.2,0.0,50.0,10.0,4.3498964,204.44395
20220903T2100,22.170528,0.67,7.0570707,0.0,0.0,53.0,10.0,3.2399998,180.0
20220903T2200,21.30053,0.7,0.0,0.0,0.0,57.0,10.0,5.6002855,135.0
20220903T2300,19.500528,0.63,0.0,0.0,0.0,67.0,10.0,7.2,126.869896
20220904T0000,19.12053,0.29,0.0,0.0,0.0,68.0,0.0,6.1305785,130.23636
20220904T0100,18.98053,0.31,0.0,0.0,0.0,68.0,0.0,5.1919937,123.69006
20220904T0200,18.87053,0.45,0.0,0.0,0.0,68.0,0.0,6.4096174,128.15723
20220904T0300,18.770529,0.82,0.0,0.0,0.0,67.0,10.0,5.6233797,129.80557
20220904T0400,18.530529,0.64,0.0,0.0,0.0,67.0,24.0,6.6185193,112.380135
20220904T0500,17.65053,0.71,0.0,0.0,0.0,71.0,100.0,7.628263,109.29004
20220904T0600,16.500528,0.86,0.0,0.0,0.0,75.0,0.0,7.8625183,105.9454
20220904T0700,15.080529,0.91,9.020453,0.0,0.0,82.0,4.5,9.0,106.2602
20220904T0800,15.710529,1.02,60.0,0.0,0.0,82.0,0.0,8.891344,111.37062
20220904T0900,18.330528,1.05,60.0,0.0,0.0,74.0,0.0,11.503113,110.1363
20220904T1000,20.940529,1.03,60.0,0.0,0.0,67.0,0.0,12.303366,110.556046
20220904T1100,23.14053,1.36,60.0,0.0,0.0,57.0,0.0,9.826088,118.442924
20220904T1200,24.190529,1.65,53.939396,0.0,0.0,52.0,10.0,5.1165614,129.2894
20220904T1300,24.95053,1.86,53.939396,0.0,0.0,49.0,10.0,1.5273507,135.0
20220904T1400,26.240528,2.57,60.0,0.0,0.0,41.0,0.0,2.4149535,116.56505
20220904T1500,26.930529,2.71,60.0,0.0,0.0,39.0,0.0,1.609969,116.56505
20220904T1600,27.350529,2.9,60.0,0.0,0.0,38.0,0.0,3.096837,125.537674
20220904T1700,27.490528,3.0,60.0,0.0,0.0,38.0,0.0,4.510787,118.61046
20220904T1800,27.32053,3.14,60.0,0.0,0.0,39.0,0.0,6.0347,107.35402
20220904T1900,26.81053,3.35,60.0,0.0,0.0,41.0,0.0,7.69592,100.784294
20220904T2000,25.520529,3.53,60.0,0.0,0.0,46.0,0.0,9.885262,100.49147
20220904T2100,23.680529,4.08,5.85,0.0,0.0,55.0,0.0,10.483357,105.9454
20220904T2200,21.71053,4.12,0.0,0.0,0.0,63.0,0.0,8.707237,119.74488
20220904T2300,20.31053,4.05,0.0,0.0,0.0,67.0,0.0,5.8603754,137.48955
20220905T0000,19.06053,4.01,0.0,0.0,0.0,72.0,0.0,6.193674,125.537674
20220905T0100,18.14053,3.76,0.0,0.0,0.0,75.0,0.0,5.904439,127.56859
20220905T0200,17.82053,3.65,0.0,0.0,0.0,69.0,6.6000004,6.3690495,132.70938
20220905T0300,17.88053,3.64,0.0,0.0,0.0,63.0,17.1,6.4096174,128.15723
20220905T0400,17.65053,3.34,0.0,0.0,0.0,62.0,30.000002,6.696387,126.25384
20220905T0500,17.48053,3.13,0.0,0.0,0.0,65.0,30.000002,7.289445,122.90524
20220905T0600,17.330528,3.04,0.0,0.0,0.0,66.0,30.000002,7.5942082,121.429565
20220905T0700,16.87053,2.99,4.01734,0.0,0.0,68.0,50.0,7.5685663,115.34617
20220905T0800,17.15053,3.0,34.545456,0.0,0.0,69.0,42.0,5.0142193,111.03751
20220905T0900,19.29053,2.97,58.18182,0.0,0.0,65.0,3.0,5.634891,116.56505
20220905T1000,21.760529,2.75,60.0,0.0,0.0,59.0,0.0,5.95906,115.01689
20220905T1100,24.15053,2.52,56.363636,0.0,0.0,52.0,6.0,6.489992,109.44003
20220905T1200,26.100529,2.71,60.0,0.0,0.0,45.0,0.0,5.937272,104.03624
20220905T1300,27.530529,2.77,60.0,0.0,0.0,40.0,0.0,6.489992,93.179825
20220905T1400,28.62053,2.5,60.0,0.0,0.0,39.0,0.0,1.835647,78.69006
20220905T1500,29.330528,2.96,60.0,0.0,0.0,37.0,0.0,3.8939953,56.30993
20220905T1600,29.580528,3.3,60.0,0.0,0.0,35.0,0.0,3.96,89.99999
20220905T1700,29.54053,3.5,53.939396,0.0,0.0,34.0,10.0,3.6179552,95.71059
20220905T1800,29.280529,3.64,60.0,0.0,0.0,34.0,0.0,3.396233,122.00538
20220905T1900,28.73053,3.81,60.0,0.0,0.0,36.0,0.0,3.671294,101.30993
20220905T2000,27.910528,3.89,60.0,0.0,0.0,40.0,0.0,6.489992,93.179825
20220905T2100,25.750528,3.65,3.85,0.0,0.0,51.0,0.0,9.178235,115.55997
20220905T2200,23.420528,3.63,0.0,0.0,0.0,56.0,0.0,8.587338,146.97614
20220905T2300,21.740528,3.32,0.0,0.0,0.0,54.0,0.0,9.504273,155.37643
20220906T0000,21.39053,2.86,0.0,0.0,0.0,55.0,10.0,7.628263,160.70996
20220906T0100,21.31053,2.79,0.0,0.0,0.0,56.0,0.0,6.792466,147.99461
20220906T0200,21.87053,2.64,0.0,0.1,0.0,53.0,72.0,7.7043357,127.40535
20220906T0300,22.930529,2.74,0.0,0.3,0.0,50.0,71.0,8.161764,138.57634
20220906T0400,22.240528,3.24,0.0,0.2,0.0,54.0,100.0,7.9036193,149.93141
20220906T0500,21.520529,3.05,0.0,0.1,0.0,60.0,87.0,8.654987,135.0
20220906T0600,20.780529,2.65,0.0,0.4,0.0,65.0,100.0,8.534353,117.64597
20220906T0700,19.940529,2.58,0.0,0.3,0.0,73.0,100.0,10.144082,117.474434
20220906T0800,20.06053,2.45,0.0,0.0,0.0,77.0,100.0,8.534353,117.64597
20220906T0900,22.180529,2.18,0.0,0.0,0.0,73.0,100.0,5.692099,124.69515
20220906T1000,24.170528,2.41,60.0,0.0,0.0,63.0,0.0,2.1897945,99.46232
20220906T1100,25.70053,3.01,57.272724,0.0,0.0,56.0,4.5,2.0991426,329.03625
20220906T1200,26.850529,3.07,30.90909,0.0,0.0,52.0,48.0,1.9386592,21.801407
20220906T1300,27.90053,3.34,57.575756,0.0,0.0,48.0,4.0,2.8799999,89.99999
20220906T1400,28.920528,4.06,0.0,0.0,0.0,47.0,100.0,0.35999998,180.0
20220906T1500,29.56053,4.53,60.0,0.0,0.0,44.0,0.0,3.7064266,119.054596
20220906T1600,29.830528,4.9,53.939396,0.0,0.0,42.0,10.0,3.6,143.1301
20220906T1700,29.81053,4.66,60.0,0.0,0.0,41.0,0.0,0.8049845,153.43495
20220906T1800,29.45053,4.37,0.0,0.0,0.0,42.0,100.0,1.9386592,291.8014
20220906T1900,28.73053,4.32,0.0,0.1,0.0,42.0,100.0,1.8,360.0
20220906T2000,28.020529,4.09,26.060608,0.0,0.0,44.0,56.0,1.609969,206.56505
20220906T2100,27.47053,3.75,0.0,0.5,0.0,44.0,100.0,5.495161,211.6075
20220906T2200,26.97053,3.58,0.0,0.0,0.0,46.0,100.0,3.4152596,198.43495
20220906T2300,26.07053,2.99,0.0,0.8,0.0,52.0,100.0,4.0249224,190.30484
