location,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel
lat,47.54694,47.54694,47.54694,47.54694,47.54694,47.54694,47.54694,47.54694,47.54694
lon,7.56892,7.56892,7.56892,7.56892,7.56892,7.56892,7.56892,7.56892,7.56892
asl,283.697,283.697,283.697,283.697,283.697,283.697,283.697,283.697,283.697
variable,Temperature,Temperature,Sunshine Duration,Precipitation Total,Snowfall Amount,Relative Humidity,Cloud Cover Total,Wind Speed,Wind Direction
unit,°C,°C,min,mm,cm,%,%,km/h,°
level,2 m elevation corrected,700 mb,sfc,sfc,sfc,2 m,sfc,10 m,10 m
resolution,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Temperature [700 mb],Basel Sunshine Duration,Basel Precipitation Total,Basel Snowfall Amount,Basel Relative Humidity [2 m],Basel Cloud Cover Total,Basel Wind Speed [10 m],Basel Wind Direction [10 m]
20220221T1600,6.790529,-14.63,0.0,0.1,0.0,63.0,100.0,38.344646,257.52954
20220221T1700,6.7005286,-13.84,7.2727275,0.0,0.0,67.0,87.0,40.165417,255.46555
20220221T1800,6.1105285,-13.4,0.0,0.0,0.0,72.0,100.0,40.53159,257.692
20220221T1900,5.5905285,-13.32,0.0,0.0,0.0,76.0,100.0,40.016712,261.72412
20220221T2000,5.4005284,-13.3,0.68973064,0.1,0.0,79.0,82.0,40.32,270.0
20220221T2100,5.4505286,-13.52,0.0,0.0,0.0,82.0,88.0,39.966484,277.76517
20220221T2200,5.6305285,-13.64,0.0,0.0,0.0,82.0,36.0,36.409866,284.31104
20220221T2300,5.4405284,-13.93,0.0,0.0,0.0,81.0,10.0,29.142216,297.19812
20220222T0000,4.7005286,-14.12,0.0,0.0,0.0,80.0,0.0,24.514387,299.9536
20220222T0100,4.3305287,-14.04,0.0,0.0,0.0,81.0,0.0,24.40046,291.64444
20220222T0200,3.8805285,-13.51,0.0,0.0,0.0,84.0,16.0,24.884306,284.23727
20220222T0300,3.8505285,-14.39,0.0,0.0,0.0,85.0,100.0,26.478973,277.0284
20220222T0400,3.7505286,-13.6,0.0,0.0,0.0,86.0,11.0,26.999998,286.2602
20220222T0500,3.3405285,-12.36,0.0,0.0,0.0,88.0,0.0,23.263912,291.8014
20220222T0600,3.1005285,-11.95,0.0,0.0,0.0,89.0,1.0,19.245697,277.5238
20220222T0700,3.1905286,-12.08,0.0,0.0,0.0,90.0,3.0,17.28,270.0
20220222T0800,3.3405285,-11.99,0.0,0.0,0.0,91.0,29.0,17.698677,265.33313
20220222T0900,4.0605288,-12.01,25.223064,0.0,0.0,86.0,34.0,19.134262,265.68396
20220222T1000,4.9105287,-11.47,0.0,0.0,0.0,81.0,100.0,20.519999,270.0
20220222T1100,5.4405284,-10.49,0.0,0.0,0.0,76.0,100.0,19.917469,263.77417
20220222T1200,6.2105284,-10.15,44.242424,0.0,0.0,73.0,26.0,19.06301,259.11447
20220222T1300,6.8605285,-9.46,0.0,0.0,0.0,72.0,100.0,24.442911,260.67642
20220222T1400,8.420529,-7.97,0.0,0.0,0.0,68.0,100.0,23.510508,258.518
20220222T1500,8.950529,-7.69,0.0,0.0,0.0,64.0,100.0,26.82906,258.38852
20220222T1600,9.350529,-7.43,0.0,0.0,0.0,61.0,100.0,25.417631,254.389
20220222T1700,9.790529,-8.02,0.0,0.0,0.0,59.0,100.0,24.36591,257.19574
20220222T1800,9.960529,-7.88,0.0,0.0,0.0,59.0,100.0,25.277023,259.3302
20220222T1900,9.200529,-7.51,0.0,0.0,0.0,63.0,100.0,25.171696,253.37924
20220222T2000,8.150529,-7.4,5.3818183,0.0,0.0,67.0,3.0,22.065973,241.76256
20220222T2100,7.9505286,-8.36,0.0,0.0,0.0,68.0,100.0,25.600533,244.15561
20220222T2200,8.160529,-8.08,0.0,0.0,0.0,70.0,100.0,25.294964,245.62354
20220222T2300,8.230529,-8.73,0.0,0.0,0.0,75.0,72.0,23.224882,251.00336
20220223T0000,8.460529,-7.98,0.0,0.0,0.0,77.0,100.0,24.379204,253.70596
20220223T0100,8.260529,-8.97,0.0,0.0,0.0,80.0,100.0,23.936617,257.84506
20220223T0200,8.250529,-9.03,0.0,0.0,0.0,82.0,100.0,23.863409,258.69006
20220223T0300,8.410529,-8.31,0.0,0.0,0.0,81.0,100.0,21.322214,258.31064
20220223T0400,8.430529,-7.28,0.0,0.0,0.0,83.0,100.0,22.725668,266.36707
20220223T0500,7.7305284,-6.87,0.0,0.0,0.0,88.0,100.0,19.813087,272.08258
20220223T0600,7.6605287,-6.59,0.0,0.0,0.0,88.0,100.0,15.941944,276.4831
20220223T0700,7.290529,-5.9,0.0,0.0,0.0,89.0,100.0,11.542478,273.57632
20220223T0800,6.8505287,-5.76,0.0,0.0,0.0,91.0,100.0,8.759178,279.46234
20220223T0900,6.8305287,-5.82,0.0,0.0,0.0,90.0,100.0,6.151683,290.55603
20220223T1000,7.6705284,-5.86,0.0,0.0,0.0,84.0,100.0,5.634891,333.43497
20220223T1100,8.140529,-5.9,0.0,0.0,0.0,79.0,100.0,1.1384199,71.56504
20220223T1200,8.660529,-5.78,0.0,0.0,0.0,76.0,100.0,2.3051248,141.34018
20220223T1300,9.470529,-5.61,0.0,0.0,0.0,71.0,100.0,3.8939953,123.69006
20220223T1400,11.200529,-3.88,60.0,0.0,0.0,68.0,0.0,5.3517847,109.653824
20220223T1500,11.900529,-3.79,53.939396,0.0,0.0,64.0,10.0,6.849467,93.01279
20220223T1600,12.270529,-3.4,0.0,0.0,0.0,62.0,100.0,7.2359104,95.71059
20220223T1700,12.180529,-2.75,40.606064,0.0,0.0,60.0,32.0,6.151683,110.556046
20220223T1800,12.250529,-2.99,53.939396,0.0,0.0,58.0,10.0,5.634891,116.56505
20220223T1900,11.590529,-3.29,36.36364,0.0,0.0,59.0,39.0,7.208994,92.862404
20220223T2000,10.440529,-3.35,5.2107744,0.0,0.0,64.0,26.0,8.854829,116.56505
20220223T2100,9.260529,-3.5,0.0,0.0,0.0,67.0,1.2,7.9932966,144.16235
20220223T2200,7.7405286,-3.74,0.0,0.0,0.0,72.0,0.0,8.311245,162.34987
20220223T2300,7.040529,-4.24,0.0,0.0,0.0,74.0,0.0,9.178235,154.44003
20220224T0000,7.040529,-4.43,0.0,0.0,0.0,71.0,0.90000004,9.360001,157.38013
20220224T0100,6.6005287,-4.55,0.0,0.0,0.0,72.0,0.0,8.373386,154.53665
20220224T0200,6.0305285,-4.55,0.0,0.0,0.0,68.0,0.3,6.989936,145.49147
20220224T0300,5.4205284,-4.45,0.0,0.0,0.0,66.0,2.7,5.3517847,132.27368
20220224T0400,5.8205285,-4.31,0.0,0.0,0.0,60.0,30.000002,7.9036193,120.06859
20220224T0500,6.1005287,-4.33,0.0,0.0,0.0,58.0,63.0,10.144082,117.474434
20220224T0600,4.8605285,-4.24,0.0,0.0,0.0,67.0,100.0,12.24,118.07248
20220224T0700,4.0605288,-4.48,0.0,0.0,0.0,72.0,90.0,12.074766,116.56505
20220224T0800,3.4305286,-5.16,0.0,0.0,0.0,76.0,100.0,11.726277,107.87869
20220224T0900,3.2505286,-6.25,0.0,0.0,0.0,79.0,100.0,11.043261,109.025604
20220224T1000,5.2005286,-6.82,0.0,0.0,0.0,75.0,100.0,7.8954163,114.22774
20220224T1100,9.460529,-6.33,7.878789,0.0,0.0,62.0,86.0,5.3517847,199.65382
20220224T1200,13.150529,-5.93,22.424244,0.0,0.0,38.0,62.0,20.608229,242.98734
20220224T1300,12.390529,-6.28,0.0,0.0,0.0,39.0,100.0,31.76375,252.18112
20220224T1400,13.570529,-5.97,0.0,0.0,0.0,48.0,100.0,34.17157,253.47421
20220224T1500,12.560529,-6.51,0.0,0.0,0.0,55.0,100.0,30.244286,261.0983
20220224T1600,13.080529,-7.31,28.48485,0.0,0.0,52.0,52.0,32.048088,255.02713
20220224T1700,12.830529,-8.56,0.0,0.0,0.0,53.0,100.0,30.035742,256.1303
20220224T1800,12.460529,-9.6,0.0,0.0,0.0,53.0,100.0,27.943514,255.06857
20220224T1900,11.230529,-10.05,57.575756,0.0,0.0,56.0,4.0,24.288662,258.02386
20220224T2000,9.910529,-9.84,8.513131,0.0,0.0,63.0,1.0,21.194187,249.10223
20220224T2100,9.330529,-10.24,0.0,0.0,0.0,65.0,0.0,20.608229,242.98734
20220224T2200,9.900529,-10.73,0.0,0.0,0.0,62.0,100.0,24.798223,256.56897
20220224T2300,9.060529,-10.57,0.0,0.3,0.0,74.0,100.0,27.595823,262.50415
20220225T0000,5.0005283,-10.46,0.0,1.5,0.0,67.0,100.0,22.392464,323.49857
20220225T0100,4.3605285,-11.04,0.0,0.0,0.0,72.0,100.0,21.313093,307.4506
20220225T0200,4.4305286,-11.23,0.0,0.0,0.0,69.0,100.0,23.042812,298.96765
20220225T0300,3.7705286,-12.15,0.0,0.0,0.0,80.0,100.0,17.283749,271.19348
20220225T0400,2.9905286,-13.14,0.0,0.0,0.0,81.0,42.0,14.764389,268.60284
20220225T0500,1.8805287,-14.21,0.0,0.0,0.0,79.0,0.0,13.363711,265.36453
20220225T0600,1.5105287,-14.69,0.0,0.0,0.0,82.0,0.0,10.587917,252.18112
20220225T0700,1.3705287,-15.42,0.0,0.0,0.0,82.0,0.0,9.605998,257.00537
20220225T0800,0.90052867,-15.98,0.0,0.0,0.0,84.0,0.0,9.47012,261.25385
20220225T0900,0.91052866,-16.88,43.833332,0.0,0.0,85.0,0.0,10.853866,264.28943
20220225T1000,2.4805286,-17.25,60.0,0.0,0.0,77.0,0.0,15.905319,264.80557
20220225T1100,4.020529,-17.55,43.0303,0.0,0.0,64.0,28.0,19.652176,261.57303
20220225T1200,4.7105284,-17.32,33.939392,0.0,0.0,58.0,43.0,21.349546,264.19327
20220225T1300,5.3905287,-17.11,34.545456,0.0,0.0,55.0,42.0,23.177402,263.7581
20220225T1400,7.3605285,-17.22,60.0,0.0,0.0,47.0,0.0,22.101183,282.22513
20220225T1500,7.2005286,-17.18,53.939396,0.0,0.0,46.0,10.0,21.67487,281.49658
20220225T1600,7.1205287,-17.04,53.939396,0.0,0.0,49.0,10.0,22.380884,281.1292
20220225T1700,7.1405287,-16.9,53.939396,0.0,0.0,50.0,10.0,21.915693,284.26453
20220225T1800,6.9805284,-16.94,29.69697,0.0,0.0,51.0,50.0,21.068459,289.98312
20220225T1900,6.5205283,-16.91,0.0,0.1,0.0,54.0,100.0,18.11841,290.95578
20220225T2000,6.1105285,-17.09,0.0,0.1,0.0,58.0,100.0,14.118243,289.359
20220225T2100,5.5805287,-17.32,0.0,0.1,0.0,60.0,100.0,12.904882,292.9887
20220225T2200,5.3105288,-17.37,0.0,0.0,0.0,61.0,100.0,12.768586,310.4261
20220225T2300,4.540529,-17.59,0.0,0.0,0.0,64.0,70.0,10.948973,313.6678
20220226T0000,3.5605285,-17.41,0.0,0.0,0.0,66.0,0.0,9.387651,302.4712
20220226T0100,2.9505286,-16.75,0.0,0.0,0.0,67.0,0.0,7.9932966,305.83765
20220226T0200,2.4905286,-16.11,0.0,0.0,0.0,69.0,0.0,6.193674,324.46234
20220226T0300,2.0405285,-15.93,0.0,0.0,0.0,71.0,0.0,4.6102495,308.65982
20220226T0400,1.5905286,-15.98,0.0,0.0,0.0,73.0,0.0,5.1544156,282.09476
20220226T0500,1.2105286,-15.68,0.0,0.0,0.0,75.0,0.0,4.379589,279.46234
20220226T0600,1.0305287,-15.45,0.0,0.0,0.0,77.0,0.0,2.6208394,285.9454
20220226T0700,0.80052865,-14.75,0.0,0.0,0.0,78.0,0.0,0.8049845,63.43495
20220226T0800,0.25052866,-14.03,0.0,0.0,0.0,81.0,0.0,2.8799999,89.99999
20220226T0900,0.31052867,-13.37,45.7,0.0,0.0,82.0,0.0,4.1046314,105.25512
20220226T1000,1.6705287,-12.9,56.363636,0.0,0.0,78.0,6.0,5.4833565,113.19859
20220226T1100,3.2805285,-12.52,25.454548,0.0,0.0,71.0,57.0,10.041354,104.534454
20220226T1200,4.4605284,-12.14,53.939396,0.0,0.0,63.0,10.0,12.181625,108.9704
20220226T1300,5.4505286,-12.01,53.939396,0.0,0.0,55.0,10.0,11.304229,99.162346
20220226T1400,6.4205284,-12.34,53.939396,0.0,0.0,53.0,10.0,14.618837,80.07375
20220226T1500,7.2005286,-12.15,58.18182,0.0,0.0,48.0,3.0,12.9249525,77.12499
20220226T1600,7.4105287,-12.3,58.78788,0.0,0.0,48.0,2.0,10.883676,55.784294
20220226T1700,7.6805286,-12.2,59.393936,0.0,0.0,45.0,1.0,9.826088,61.557068
20220226T1800,7.5805287,-11.86,60.0,0.0,0.0,43.0,0.0,12.245294,88.315315
20220226T1900,6.3705287,-11.37,58.18182,0.0,0.0,48.0,3.0,12.661564,104.82648
20220226T2000,4.9505286,-10.8,11.633333,0.0,0.0,54.0,0.0,13.5515,106.99082
20220226T2100,3.5305285,-10.3,0.0,0.0,0.0,59.0,0.0,13.896187,106.55707
20220226T2200,2.4505286,-10.03,0.0,0.0,0.0,62.0,0.0,14.118243,109.35899
20220226T2300,1.8905287,-9.57,0.0,0.0,0.0,61.0,0.0,15.281989,105.01836
20220227T0000,0.98052865,-8.89,0.0,0.0,0.0,63.0,0.0,11.874544,104.03624
20220227T0100,0.41052866,-8.87,0.0,0.0,0.0,63.0,0.0,10.105681,94.08562
20220227T0200,-0.009471342,-8.63,0.0,0.0,0.0,66.0,0.0,7.42159,75.96376
20220227T0300,-0.23947135,-8.81,0.0,0.0,0.0,68.0,0.0,5.315336,61.699234
20220227T0400,-0.59947133,-8.84,0.0,0.0,0.0,70.0,0.0,0.71999997,360.0
20220227T0500,-0.9794713,-9.07,0.0,0.0,0.0,74.0,0.0,2.52,270.0
20220227T0600,-0.8694713,-9.44,0.0,0.0,0.0,74.0,0.0,3.6,270.0
20220227T0700,-0.93947136,-9.51,0.0,0.0,0.0,74.0,0.0,1.2979984,303.69006
20220227T0800,-1.0194713,-9.64,0.0,0.0,0.0,78.0,0.0,1.1384199,108.434944
20220227T0900,-0.28947133,-9.36,47.55,0.0,0.0,75.0,0.0,3.4152596,108.434944
20220227T1000,2.3405285,-8.91,60.0,0.0,0.0,61.0,0.0,11.901798,93.46823
20220227T1100,4.2105284,-9.06,60.0,0.0,0.0,48.0,0.0,24.014996,102.99461
20220227T1200,5.6105285,-9.31,60.0,0.0,0.0,41.0,0.0,27.155552,104.58892
20220227T1300,6.9905286,-9.24,60.0,0.0,0.0,37.0,0.0,26.82906,101.61148
20220227T1400,6.5005283,-8.55,60.0,0.0,0.0,39.0,0.0,18.228943,99.09027
20220227T1500,7.7805285,-8.01,60.0,0.0,0.0,37.0,0.0,17.114204,104.620865
20220227T1600,8.820529,-8.24,60.0,0.0,0.0,34.0,0.0,17.163355,99.65989
20220227T1700,9.3005295,-8.08,60.0,0.0,0.0,31.0,0.0,19.245697,97.52381
20220227T1800,8.720529,-7.58,60.0,0.0,0.0,33.0,0.0,19.416653,100.68491
20220227T1900,7.3305287,-7.54,60.0,0.0,0.0,36.0,0.0,16.167967,101.56012
20220227T2000,4.9405284,-7.07,13.15,0.0,0.0,44.0,0.0,14.458382,108.886086
20220227T2100,3.1005285,-6.87,0.0,0.0,0.0,52.0,0.0,13.708391,113.19859
20220227T2200,2.7205286,-6.64,0.0,0.0,0.0,53.0,0.0,15.141414,108.00416
20220227T2300,1.8005286,-6.28,0.0,0.0,0.0,56.0,0.0,14.917212,109.746826
20220228T0000,1.1605287,-5.85,0.0,0.0,0.0,60.0,0.0,12.768586,111.50143
20220228T0100,0.59052867,-5.29,0.0,0.0,0.0,63.0,0.0,8.049845,116.56505
20220228T0200,-0.35947132,-5.11,0.0,0.0,0.0,69.0,0.0,4.6800003,157.38013
20220228T0300,-0.81947136,-5.01,0.0,0.0,0.0,72.0,0.0,7.072878,165.25644
20220228T0400,-0.7894713,-4.82,0.0,0.0,0.0,71.0,0.0,8.0899935,147.72435
20220228T0500,-0.8094713,-4.94,0.0,0.0,0.0,70.0,0.0,8.942214,130.1009
20220228T0600,-0.7394713,-5.25,0.0,0.0,0.0,68.0,0.0,11.4862,122.19573
20220228T0700,-0.7894713,-5.72,0.0,0.0,0.0,68.0,0.0,11.91812,115.01689
20220228T0800,-1.0494714,-6.05,0.0,0.0,0.0,68.0,0.0,12.24,118.07248
20220228T0900,-0.82947135,-6.01,49.416668,0.0,0.0,67.0,0.0,10.787993,115.70995
20220228T1000,0.74052864,-5.82,60.0,0.0,0.0,62.0,0.0,12.57426,113.62937
20220228T1100,2.4805286,-5.95,60.0,0.0,0.0,58.0,0.0,9.904906,109.09349
20220228T1200,3.8105285,-6.28,60.0,0.0,0.0,52.0,0.0,5.4119864,93.81408
20220228T1300,5.0805287,-6.63,60.0,0.0,0.0,48.0,0.0,2.6208394,74.054596
20220228T1400,7.8405285,-6.37,60.0,0.0,0.0,42.0,0.0,5.1919937,33.690063
20220228T1500,9.020529,-6.37,60.0,0.0,0.0,39.0,0.0,4.510787,28.610443
20220228T1600,9.610529,-6.27,60.0,0.0,0.0,39.0,0.0,4.198285,30.963745
20220228T1700,9.900529,-6.19,60.0,0.0,0.0,39.0,0.0,5.6233797,50.194427
20220228T1800,9.770529,-6.21,60.0,0.0,0.0,40.0,0.0,7.24486,63.43495
20220228T1900,8.790529,-6.22,60.0,0.0,0.0,44.0,0.0,8.311245,72.34988
20220228T2000,7.2005286,-6.28,14.666667,0.0,0.0,49.0,0.0,9.0645685,96.84277
20220228T2100,4.540529,-6.24,0.0,0.0,0.0,61.0,0.0,9.021574,118.61046
20220228T2200,3.6405284,-6.17,0.0,0.0,0.0,62.0,0.0,8.39657,120.96376
20220228T2300,2.6805286,-6.14,0.0,0.0,0.0,63.0,0.0,9.028754,113.498566
20220301T0000,1.8805287,-6.03,0.0,0.0,0.0,66.0,0.0,10.636766,113.96249
20220301T0100,1.4905287,-6.08,0.0,0.0,0.0,63.0,0.0,11.91812,115.01689
20220301T0200,1.1405287,-6.09,0.0,0.0,0.0,63.0,0.0,11.91812,115.01689
20220301T0300,0.78052866,-5.96,0.0,0.0,0.0,65.0,0.0,12.24,118.07248
20220301T0400,0.5805287,-5.98,0.0,0.0,0.0,66.0,0.0,12.413477,119.53878
20220301T0500,0.5805287,-5.91,0.0,0.0,0.0,65.0,0.0,13.281023,122.828545
20220301T0600,0.31052867,-5.65,0.0,0.0,0.0,65.0,0.0,13.281023,122.828545
20220301T0700,-0.04947134,-5.25,0.0,0.0,0.0,65.0,0.0,13.397612,120.69972
20220301T0800,-0.36947134,-4.93,0.0,0.0,0.0,64.0,0.0,13.18308,124.99202
20220301T0900,0.030528657,-4.85,51.266666,0.0,0.0,61.0,0.0,13.779114,123.27489
20220301T1000,1.7705287,-4.86,60.0,0.0,0.0,52.0,0.0,16.267857,114.86369
20220301T1100,3.3805285,-4.9,59.636364,0.0,0.0,47.0,0.6,15.379206,110.556046
20220301T1200,5.4605284,-4.76,58.36364,0.0,0.0,41.0,2.7,12.849528,101.30993
20220301T1300,7.4005284,-4.75,60.0,0.0,0.0,37.0,0.0,9.779817,83.65981
20220301T1400,8.590529,-5.01,56.363636,0.0,0.0,36.0,6.0,8.557102,75.37913
20220301T1500,9.640529,-5.01,60.0,0.0,0.0,32.0,0.0,5.8603754,42.510437
20220301T1600,10.080529,-5.11,60.0,0.0,0.0,30.0,0.0,6.519877,6.340164
20220301T1700,10.020529,-5.34,50.909096,0.0,0.0,32.0,15.0,7.2359104,354.28943
20220301T1800,9.600529,-5.4,54.545452,0.0,0.0,34.0,9.0,5.937272,345.96375
20220301T1900,8.810529,-5.35,29.09091,0.0,0.0,35.0,51.0,4.1046314,344.74487
20220301T2000,7.9005284,-5.27,10.777777,0.0,0.0,38.0,33.0,3.671294,11.309921
20220301T2100,7.1905284,-5.13,0.0,0.0,0.0,40.0,82.0,3.0758414,69.443954
20220301T2200,6.8205285,-5.22,0.0,0.0,0.0,41.0,53.0,3.5455887,113.96249
20220301T2300,6.0605288,-5.22,0.0,0.0,0.0,44.0,91.0,4.829907,116.56505
20220302T0000,4.9205284,-5.23,0.0,0.0,0.0,48.0,71.0,6.28713,113.62937
20220302T0100,4.0105286,-5.27,0.0,0.0,0.0,51.0,52.0,6.28713,113.62937
20220302T0200,3.1805286,-5.38,0.0,0.0,0.0,56.0,3.9,5.991594,122.73523
20220302T0300,2.8405285,-5.27,0.0,0.0,0.0,57.0,1.8000001,6.989936,124.508514
20220302T0400,2.2305286,-5.2,0.0,0.0,0.0,59.0,1.0,8.217153,118.81079
20220302T0500,1.6805286,-5.24,0.0,0.0,0.0,58.0,0.0,9.339208,117.55281
20220302T0600,1.1005287,-5.21,0.0,0.0,0.0,58.0,0.0,9.983106,115.64101
20220302T0700,0.20052865,-5.24,0.0,0.0,0.0,63.0,6.6000004,9.504273,114.623566
20220302T0800,-0.27947134,-5.35,0.0,0.0,0.0,67.0,28.0,9.021574,118.61046
20220302T0900,0.40052867,-5.39,34.381145,0.0,0.0,68.0,35.0,8.557102,112.249016
20220302T1000,2.6005285,-5.44,39.39394,0.0,0.0,64.0,34.0,8.225035,113.19859
20220302T1100,5.1105285,-5.51,33.333336,0.0,0.0,54.0,44.0,7.172949,107.52557
20220302T1200,7.4605284,-5.56,38.78788,0.0,0.0,49.0,35.0,4.73506,81.25384
20220302T1300,9.510529,-5.61,44.242424,0.0,0.0,42.0,26.0,3.319036,40.601288
20220302T1400,9.840529,-5.92,40.606064,0.0,0.0,44.0,32.0,4.6800003,337.38013
20220302T1500,10.870529,-6.16,58.0,0.0,0.0,41.0,3.3000002,4.2136917,340.0169
20220302T1600,11.430529,-6.39,27.878788,0.0,0.0,39.0,53.0,4.829907,333.43497
20220302T1700,11.630529,-6.68,0.0,0.0,0.0,38.0,100.0,6.151683,339.44397
20220302T1800,11.430529,-6.99,0.0,0.0,0.0,38.0,100.0,7.968939,341.56506
20220302T1900,10.530529,-7.31,0.0,0.0,0.0,40.0,100.0,7.628263,340.70996
20220302T2000,9.440529,-7.61,0.0,0.0,0.0,44.0,100.0,6.151683,339.44397
20220302T2100,8.620529,-8.01,0.0,0.0,0.0,49.0,98.0,2.9024127,299.74487
20220302T2200,8.130529,-8.05,0.0,0.0,0.0,50.0,100.0,2.16,270.0
20220302T2300,7.8105288,-8.16,0.0,0.0,0.0,50.0,100.0,2.0364676,225.0
20220303T0000,7.5005283,-8.83,0.0,0.0,0.0,50.0,100.0,2.5455842,225.0
20220303T0100,7.290529,-9.72,0.0,0.0,0.0,51.0,100.0,1.2979984,213.69006
20220303T0200,6.9505286,-9.79,0.0,0.0,0.0,52.0,100.0,1.1384199,71.56504
20220303T0300,6.3605285,-10.06,0.0,0.0,0.0,55.0,100.0,3.671294,101.30993
20220303T0400,5.5305285,-10.26,0.0,0.0,0.0,59.0,65.0,5.6920996,108.434944
20220303T0500,4.9005284,-10.26,0.0,0.0,0.0,64.0,44.0,5.8048253,119.74488
20220303T0600,4.2105284,-10.1,0.0,0.0,0.0,67.0,17.0,5.815978,111.80141
20220303T0700,3.6805286,-9.78,0.0,0.0,0.0,66.0,0.0,5.315336,118.30075
20220303T0800,3.3905284,-9.63,0.0,0.0,0.0,65.0,0.0,6.489992,123.69006
20220303T0900,3.6205285,-9.43,55.116665,0.0,0.0,67.0,0.0,6.6087217,119.35774
20220303T1000,4.5905285,-9.29,60.0,0.0,0.0,64.0,0.0,8.311245,107.650116
20220303T1100,7.2205286,-9.29,60.0,0.0,0.0,52.0,0.0,7.5170207,106.69924
20220303T1200,9.530529,-9.07,60.0,0.0,0.0,43.0,0.0,4.6938252,94.398705
20220303T1300,11.200529,-8.84,60.0,0.0,0.0,37.0,0.0,3.0547013,44.999985
20220303T1400,11.290529,-6.91,60.0,0.0,0.0,44.0,0.0,8.4042845,350.13422
20220303T1500,12.0505295,-6.94,60.0,0.0,0.0,42.0,0.0,11.177405,345.0686
20220303T1600,12.340529,-6.89,60.0,0.0,0.0,40.0,0.0,12.43434,337.89056
20220303T1700,12.370529,-7.04,60.0,0.0,0.0,40.0,0.0,13.527572,334.7989
20220303T1800,11.880529,-7.41,60.0,0.0,0.0,42.0,0.0,14.578888,339.77515
20220303T1900,10.390529,-7.69,60.0,0.0,0.0,49.0,0.0,11.726277,342.1213
20220303T2000,8.490529,-8.3,19.133333,0.0,0.0,57.0,0.0,11.177405,345.0686
20220303T2100,6.3505287,-8.97,0.0,0.0,0.0,65.0,0.0,9.565437,340.20114
20220303T2200,5.1305285,-9.35,0.0,0.0,0.0,71.0,0.0,6.297428,329.03625
20220303T2300,4.4205284,-10.17,0.0,0.0,0.0,73.0,0.0,0.71999997,180.0
20220304T0000,4.4005284,-10.58,0.0,0.0,0.0,69.0,0.0,2.16,180.0
20220304T0100,3.8905284,-10.78,0.0,0.0,0.0,69.0,0.0,0.35999998,180.0
20220304T0200,3.1805286,-10.73,0.0,0.0,0.0,70.0,0.0,1.484318,14.03624
20220304T0300,2.3205285,-10.59,0.0,0.0,0.0,69.0,0.0,1.8,36.86989
20220304T0400,1.8205286,-10.63,0.0,0.0,0.0,69.0,0.0,0.35999998,89.99999
20220304T0500,1.1405287,-10.75,0.0,0.0,0.0,72.0,0.0,1.08,360.0
20220304T0600,0.45052865,-10.95,0.0,0.0,0.0,81.0,0.0,1.0182338,315.0
20220304T0700,-0.18947133,-10.97,0.0,0.0,0.0,84.0,0.0,1.4399999,270.0
20220304T0800,-0.76947135,-11.06,0.0,0.0,0.0,86.0,13.0,1.8,306.8699
20220304T0900,-0.5494713,-11.08,48.39192,0.0,0.0,85.0,15.0,2.5959969,326.30994
20220304T1000,0.50052863,-11.17,60.0,0.0,0.0,77.0,0.0,3.6,323.13013
20220304T1100,1.7105286,-11.33,60.0,0.0,0.0,75.0,0.0,4.73506,351.25385
20220304T1200,3.3705285,-11.49,60.0,0.0,0.0,70.0,0.0,6.130579,3.3664398
20220304T1300,5.9305286,-11.62,60.0,0.0,0.0,59.0,0.0,6.830519,18.434952
20220304T1400,9.140529,-10.09,60.0,0.0,0.0,44.0,0.0,8.707238,7.125
20220304T1500,9.340529,-10.29,60.0,0.0,0.0,51.0,0.0,10.446206,358.0251
20220304T1600,9.530529,-10.54,53.939396,0.0,0.0,51.0,10.0,8.557102,345.37915
20220304T1700,9.890529,-10.88,53.939396,0.0,0.0,45.0,10.0,6.830519,341.56506
20220304T1800,9.980529,-10.58,60.0,0.0,0.0,41.0,0.0,5.3517847,340.3462
20220304T1900,9.160529,-10.91,60.0,0.0,0.0,41.0,0.0,3.319036,347.4712
20220304T2000,7.8405285,-11.41,19.799664,0.0,0.0,43.0,4.0,1.2979984,146.30994
20220304T2100,6.6105285,-11.58,0.0,0.0,0.0,41.0,2.0,7.928177,129.47246
20220304T2200,3.8305285,-11.4,0.0,0.0,0.0,43.0,0.0,12.57426,113.62937
20220304T2300,2.5105286,-11.36,0.0,0.0,0.0,52.0,0.0,10.630672,118.30075
20220305T0000,1.5305287,-11.39,0.0,0.0,0.0,56.0,0.0,8.373386,115.46334
20220305T0100,0.90052867,-11.45,0.0,0.0,0.0,59.0,0.0,7.42159,112.83366
20220305T0200,0.12052866,-11.47,0.0,0.0,0.0,62.0,0.0,5.00128,120.25643
20220305T0300,-0.17947134,-11.35,0.0,0.0,0.0,64.0,0.0,4.1046314,127.874985
20220305T0400,-0.5494713,-11.35,0.0,0.0,0.0,67.0,0.0,5.0142193,111.03751
20220305T0500,-0.7994713,-11.37,0.0,0.0,0.0,69.0,0.0,4.6800003,112.61986
20220305T0600,-0.88947135,-10.95,0.0,0.0,0.0,70.0,0.0,3.8268526,138.81407
20220305T0700,-1.1994714,-10.29,0.0,0.0,0.0,72.0,0.0,2.2768397,161.56505
